"function";"bitsAmount";"oldMethod";"ourMethod"
"getBestSegments";1017;0,049057506918907166;0,016306493282318115
"or";1018;0,0017005044221878051;0,007622002959251404
"and";1018;0,001695500612258911;0,006899498701095581
"getBestSegments";1018;0,05291149377822876;0,014609994292259216
"or";1019;0,00171600341796875;0,007385495901107788
"and";1019;0,0016720044612884523;0,006714000701904297
"getBestSegments";1019;0,055106526017189024;0,014682992100715638
"or";1020;0,00171500563621521;0,007312495112419128
"and";1020;0,0016620051860809326;0,007916996479034424
"getBestSegments";1020;0,05089250028133392;0,015758999586105348
"or";1021;0,0017330008745193482;0,008600996732711792
"and";1021;0,0016694962978363037;0,008114003539085389
"getBestSegments";1021;0,049367988109588624;0,015425004363059998
"or";1022;0,0017080068588256835;0,007289496064186096
"and";1022;0,0016505038738250733;0,006661001443862915
"getBestSegments";1022;0,04959799289703369;0,014358505606651306
"or";1023;0,0017034947872161866;0,008280999660491943
"and";1023;0,0016540038585662843;0,007972498536109924
"getBestSegments";1023;0,04803250014781952;0,017676507234573365
"or";1024;0,0017045032978057861;0,007386503219604493
"and";1024;0,001659497618675232;0,006732498407363892
"getBestSegments";1024;0,050142480731010436;0,017246004343032837
"or";1025;0,001706007719039917;0,008459994792938233
"and";1025;0,0016579914093017578;0,006725004315376282
"getBestSegments";1025;0,055928500890731814;0,014251498579978943
"or";1026;0,0019620001316070558;0,012948997616767884
"and";1026;0,001731000542640686;0,007921997904777527
"getBestSegments";1026;0,06489849865436553;0,01582599639892578
"or";1027;0,00314900279045105;0,0077589905261993405
"and";1027;0,0017834985256195068;0,0073785042762756345
"getBestSegments";1027;0,06257351994514465;0,01735349476337433
"or";1028;0,0017904996871948241;0,009602498412132263
"and";1028;0,0018084961175918578;0,00696550190448761
"getBestSegments";1028;0,052050496935844424;0,016900492310523988
"or";1029;0,0017420077323913575;0,007572997808456421
"and";1029;0,0016879981756210327;0,006882001757621765
"getBestSegments";1029;0,04997498571872711;0,016428506970405578
"or";1030;0,0017655056715011597;0,007357002496719361
"and";1030;0,0017060035467147828;0,006759495735168457
"getBestSegments";1030;0,04873350739479065;0,015888506174087526
"or";1031;0,0031739956140518187;0,007451501488685608
"and";1031;0,0019035029411315918;0,006906999945640564
"getBestSegments";1031;0,049359477162361144;0,016040507555007934
"or";1032;0,0017224925756454468;0,007367996573448181
"and";1032;0,001678004264831543;0,006753998994827271
"getBestSegments";1032;0,04839350879192352;0,016739999055862428
"or";1033;0,002982004284858704;0,007412998080253601
"and";1033;0,002809501886367798;0,006798997521400452
"getBestSegments";1033;0,05096050500869751;0,01674849510192871
"or";1034;0,0017754983901977538;0,007728500962257385
"and";1034;0,0017065012454986572;0,009577495455741882
"getBestSegments";1034;0,050366491079330444;0,016864989995956422
"or";1035;0,0028679949045181275;0,0074005013704299925
"and";1035;0,001713501811027527;0,006943500638008118
"getBestSegments";1035;0,05050499677658081;0,015915507674217223
"or";1036;0,0017569917440414429;0,007465503811836242
"and";1036;0,0016909992694854735;0,0068775033950805664
"getBestSegments";1036;0,05090051054954529;0,01708248496055603
"or";1037;0,0017589974403381349;0,007609995603561401
"and";1037;0,002884002923965454;0,006913494467735291
"getBestSegments";1037;0,054144986867904664;0,016177512407302856
"or";1038;0,0017679983377456665;0,00762250542640686
"and";1038;0,0017180031538009644;0,00829500675201416
"getBestSegments";1038;0,052835009694099426;0,01472749412059784
"or";1039;0,0017485040426254272;0,007449994683265686
"and";1039;0,0017050081491470337;0,009629492759704589
"getBestSegments";1039;0,05197299718856811;0,014608501195907593
"or";1040;0,0017540007829666138;0,0074454939365386965
"and";1040;0,0026570028066635132;0,006858998537063598
"getBestSegments";1040;0,049674491286277773;0,01627000093460083
"or";1041;0,0017550039291381837;0,007462499737739563
"and";1041;0,0016855055093765259;0,006866000890731812
"getBestSegments";1041;0,05228951275348663;0,015776504278182984
"or";1042;0,0017480045557022096;0,008324999213218689
"and";1042;0,0016964995861053467;0,006858999133110047
"getBestSegments";1042;0,04946799397468567;0,014798490405082703
"or";1043;0,0017714953422546386;0,008598001599311829
"and";1043;0,0028739941120147707;0,006902496814727783
"getBestSegments";1043;0,054705997109413144;0,01453951358795166
"or";1044;0,0017699980735778808;0,0075255012512207035
"and";1044;0,001693996787071228;0,006860005259513855
"getBestSegments";1044;0,04891649663448334;0,016111497282981873
"or";1045;0,002890498638153076;0,0074870002269744875
"and";1045;0,001714494228363037;0,006839500665664673
"getBestSegments";1045;0,05123551368713379;0,014884489178657532
"or";1046;0,0017689967155456543;0,007533000111579895
"and";1046;0,0017100012302398682;0,006890497803688049
"getBestSegments";1046;0,04971899688243866;0,015401498675346374
"or";1047;0,0029129987955093385;0,007586501240730285
"and";1047;0,0017220008373260499;0,006918500661849975
"getBestSegments";1047;0,05206949949264526;0,01603697121143341
"or";1048;0,0017635005712509156;0,007449997067451477
"and";1048;0,001699501872062683;0,006861496567726135
"getBestSegments";1048;0,05102248072624207;0,015362012982368469
"or";1049;0,0017729979753494263;0,0076175057888031
"and";1049;0,0017104995250701903;0,006872996687889099
"getBestSegments";1049;0,054021010994911196;0,014675493836402893
"or";1050;0,0027520012855529784;0,0075369936227798464
"and";1050;0,0017085033655166626;0,006900493502616883
"getBestSegments";1050;0,05202899217605591;0,014676008224487305
"or";1051;0,001762000322341919;0,007493500113487244
"and";1051;0,0028399956226348878;0,008059504628181457
"getBestSegments";1051;0,04852350056171417;0,015920018553733827
"or";1052;0,001749497652053833;0,00748199999332428
"and";1052;0,0016824907064437865;0,007669003009796143
"getBestSegments";1052;0,047763499021530154;0,015964000225067138
"or";1053;0,0017484974861145018;0,007523000240325928
"and";1053;0,001698499321937561;0,006881498694419861
"getBestSegments";1053;0,05348550617694855;0,016242003440856932
"or";1054;0,0017420023679733277;0,007563005685806274
"and";1054;0,0017010003328323364;0,006979995369911194
"getBestSegments";1054;0,05073499500751495;0,014762001633644104
"or";1055;0,0017854958772659303;0,007557499408721924
"and";1055;0,0016939997673034667;0,006893999576568603
"getBestSegments";1055;0,049454505443573;0,015976983308792114
"or";1056;0,0017570006847381593;0,0075005066394805905
"and";1056;0,001715494990348816;0,00690700352191925
"getBestSegments";1056;0,04919699907302857;0,014733996391296387
"or";1057;0,0017505037784576417;0,009496996402740479
"and";1057;0,0042385077476501465;0,0068894922733306885
"getBestSegments";1057;0,049714003205299374;0,014743491411209106
"or";1058;0,0017724967002868653;0,010712001323699951
"and";1058;0,002589000463485718;0,008022494912147522
"getBestSegments";1058;0,04895400285720825;0,014679493308067322
"or";1059;0,002819998264312744;0,008465002179145814
"and";1059;0,002582501769065857;0,008065505623817444
"getBestSegments";1059;0,049832499623298644;0,014688514471054077
"or";1060;0,0017545032501220703;0,007541994452476501
"and";1060;0,001710996627807617;0,006847497820854187
"getBestSegments";1060;0,04852300643920898;0,014773014187812804
"or";1061;0,001768997311592102;0,007625503540039063
"and";1061;0,0017015016078948974;0,0068760007619857785
"getBestSegments";1061;0,04818851113319397;0,014628984332084656
"or";1062;0,00176449716091156;0,0075729995965957645
"and";1062;0,00172199547290802;0,006918001174926758
"getBestSegments";1062;0,05339500427246094;0,014849510192871094
"or";1063;0,0017859983444213868;0,007612002491950989
"and";1063;0,001720503568649292;0,006951997876167297
"getBestSegments";1063;0,05507199764251709;0,014876019954681397
"or";1064;0,0017745065689086913;0,007603498101234436
"and";1064;0,001719004511833191;0,007915492057800294
"getBestSegments";1064;0,05117051303386688;0,01641150116920471
"or";1065;0,0018109983205795287;0,007585501670837403
"and";1065;0,001701003909111023;0,006943503618240357
"getBestSegments";1065;0,048513503074646;0,014732001423835754
"or";1066;0,001782001256942749;0,007580503821372986
"and";1066;0,0017304933071136475;0,0069445019960403444
"getBestSegments";1066;0,057403483390808106;0,01567901611328125
"or";1067;0,0018199920654296876;0,007822002172470094
"and";1067;0,0017254990339279175;0,0072120028734207154
"getBestSegments";1067;0,05904301047325134;0,016533968448638917
"or";1068;0,0017625010013580323;0,008504997491836547
"and";1068;0,0017124980688095093;0,006972499489784241
"getBestSegments";1068;0,05356752812862396;0,015685495138168335
"or";1069;0,001776997447013855;0,0075449997186660765
"and";1069;0,0017180001735687255;0,007954999208450317
"getBestSegments";1069;0,05405000150203705;0,014819490909576415
"or";1070;0,0018285048007965089;0,00765749990940094
"and";1070;0,0019604986906051635;0,006951501369476318
"getBestSegments";1070;0,050310488939285275;0,016497506499290465
"or";1071;0,0017359989881515503;0,00914500594139099
"and";1071;0,0016874980926513672;0,006956007480621338
"getBestSegments";1071;0,050350988507270815;0,015632017254829406
"or";1072;0,0017355036735534667;0,008708494305610657
"and";1072;0,0016805040836334229;0,006935496926307678
"getBestSegments";1072;0,04992951512336731;0,016078981161117552
"or";1073;0,0017675012350082397;0,007598498463630676
"and";1073;0,001710505485534668;0,0069489985704422
"getBestSegments";1073;0,05054700613021851;0,015389487147331238
"or";1074;0,001796501874923706;0,007677492499351501
"and";1074;0,0017610007524490356;0,009132003784179688
"getBestSegments";1074;0,05023901104927063;0,016908490657806398
"or";1075;0,001830000877380371;0,008719001412391663
"and";1075;0,0017379957437515259;0,00833750605583191
"getBestSegments";1075;0,05153447508811951;0,01495001196861267
"or";1076;0,0029109972715377808;0,007677003145217896
"and";1076;0,0017409974336624146;0,0070149976015090945
"getBestSegments";1076;0,051217005848884584;0,016142999529838564
"or";1077;0,001812502145767212;0,00766099750995636
"and";1077;0,001734498143196106;0,007032002210617065
"getBestSegments";1077;0,058079490661621096;0,016148016452789307
"or";1078;0,0018325042724609375;0,00931649625301361
"and";1078;0,0017915022373199462;0,007111996412277222
"getBestSegments";1078;0,05345449805259705;0,016781002879142762
"or";1079;0,001825498938560486;0,007750496864318847
"and";1079;0,001778501868247986;0,00705649733543396
"getBestSegments";1079;0,05632349908351898;0,017273008227348327
"or";1080;0,001784003973007202;0,0077109974622726445
"and";1080;0,0028450018167495727;0,008229997754096986
"getBestSegments";1080;0,05112549066543579;0,014997006058692933
"or";1081;0,0028169947862625123;0,007648000717163086
"and";1081;0,0017394977807998657;0,007028993964195251
"getBestSegments";1081;0,05256898581981659;0,015020509362220763
"or";1082;0,001792500615119934;0,008859501481056213
"and";1082;0,001740003228187561;0,007042495608329773
"getBestSegments";1082;0,04965050399303436;0,015903987288475037
"or";1083;0,0018129998445510864;0,007667000293731689
"and";1083;0,0017605060338973999;0,007064999341964722
"getBestSegments";1083;0,051268510818481446;0,019246999621391297
"or";1084;0,0030904996395111086;0,007774004936218262
"and";1084;0,0017844980955123901;0,007136001586914063
"getBestSegments";1084;0,053144513368606566;0,018002994656562805
"or";1085;0,0018384987115859985;0,007763497829437256
"and";1085;0,0017885035276412964;0,007783499956130982
"getBestSegments";1085;0,05344899952411652;0,015755494236946107
"or";1086;0,0019004976749420167;0,009120509624481202
"and";1086;0,0032659924030303956;0,008569506406784057
"getBestSegments";1086;0,05603999972343445;0,017110505104064942
"or";1087;0,0018359971046447753;0,00784850239753723
"and";1087;0,0017704987525939942;0,020067999958992003
"getBestSegments";1087;0,05305499017238617;0,017084489464759826
"or";1088;0,002232007384300232;0,00782899796962738
"and";1088;0,0018249964714050293;0,007123000025749207
"getBestSegments";1088;0,05561149537563324;0,016801011562347413
"or";1089;0,001765492558479309;0,007704504728317261
"and";1089;0,0017749989032745362;0,007992996573448182
"getBestSegments";1089;0,05073398172855377;0,01774401307106018
"or";1090;0,0019505012035369873;0,009470998644828796
"and";1090;0,0017750012874603273;0,007116997241973877
"getBestSegments";1090;0,05336700439453125;0,015545486211776734
"or";1091;0,0019005006551742554;0,007842000722885132
"and";1091;0,003139503002166748;0,006881498098373413
"getBestSegments";1091;0,05443000137805939;0,015478513240814208
"or";1092;0,0018150043487548829;0,007805999517440796
"and";1092;0,0017759984731674195;0,007075498700141907
"getBestSegments";1092;0,059017510414123536;0,015024488568305969
"or";1093;0,0018000072240829468;0,00779049277305603
"and";1093;0,0017624950408935546;0,008216997981071473
"getBestSegments";1093;0,0544069904088974;0,015836503505706787
"or";1094;0,001834489107131958;0,008785005807876587
"and";1094;0,0017649972438812257;0,0071734988689422605
"getBestSegments";1094;0,05350849747657776;0,015315495729446411
"or";1095;0,0018039977550506593;0,007936497926712036
"and";1095;0,0017620015144348144;0,0071790021657943725
"getBestSegments";1095;0,05155300498008728;0,017843011617660522
"or";1096;0,0018079972267150879;0,007780998945236206
"and";1096;0,0017569988965988159;0,008168500065803528
"getBestSegments";1096;0,05646447777748108;0,01522900938987732
"or";1097;0,001812998652458191;0,007762500643730163
"and";1097;0,0017705005407333374;0,007122496962547302
"getBestSegments";1097;0,04998299598693848;0,015174002647399902
"or";1098;0,002736508846282959;0,0089794921875
"and";1098;0,0025909990072250366;0,00812899947166443
"getBestSegments";1098;0,05356797754764557;0,015277514457702637
"or";1099;0,0018364995718002318;0,007798997163772583
"and";1099;0,001788002848625183;0,007164996862411499
"getBestSegments";1099;0,05388401865959167;0,01523249626159668
"or";1100;0,0018220067024230957;0,008655999302864075
"and";1100;0,0017705023288726806;0,00716299831867218
"getBestSegments";1100;0,059447506070137025;0,015095007419586182
"or";1101;0,0018330031633377074;0,007831998467445374
"and";1101;0,0017775005102157592;0,007184497117996216
"getBestSegments";1101;0,050988498330116275;0,015340002179145813
"or";1102;0,0018530023097991944;0,008562499284744262
"and";1102;0,0017924988269805908;0,007210003137588501
"getBestSegments";1102;0,0555534952878952;0,016383498311042785
"or";1103;0,0027975010871887206;0,007883998155593873
"and";1103;0,0017714989185333252;0,0071670001745224
"getBestSegments";1103;0,05592300415039062;0,01631351113319397
"or";1104;0,0018224918842315674;0,007812502384185792
"and";1104;0,0017640030384063721;0,007116497159004211
"getBestSegments";1104;0,053102508783340455;0,01701450765132904
"or";1105;0,0017809975147247315;0,007725504636764527
"and";1105;0,0017324966192245484;0,008252000212669372
"getBestSegments";1105;0,04930951178073883;0,01481097936630249
"or";1106;0,0019185012578964234;0,009410999417304992
"and";1106;0,0017530012130737304;0,007046500444412232
"getBestSegments";1106;0,0508254998922348;0,016726016402244567
"or";1107;0,0018150085210800171;0,007833995819091798
"and";1107;0,0030420035123825072;0,007103500366210938
"getBestSegments";1107;0,053370992541313174;0,01746199667453766
"or";1108;0,001839994192123413;0,00810149610042572
"and";1108;0,0017990046739578248;0,007187992930412292
"getBestSegments";1108;0,06279799818992615;0,01532300293445587
"or";1109;0,0018425005674362182;0,009131497740745544
"and";1109;0,002874000072479248;0,007262999415397644
"getBestSegments";1109;0,055901989936828614;0,01692099988460541
"or";1110;0,0018244987726211547;0,007932009100914001
"and";1110;0,0017774921655654907;0,007233999371528625
"getBestSegments";1110;0,05469801187515259;0,015684011578559875
"or";1111;0,0018155032396316528;0,007791005373001099
"and";1111;0,0017929983139038086;0,0071539956331253055
"getBestSegments";1111;0,051865998506546024;0,017151505947113038
"or";1112;0,0018644958734512329;0,007783002257347107
"and";1112;0,001751999258995056;0,007065498232841492
"getBestSegments";1112;0,05062948763370514;0,016883015036582946
"or";1113;0,0018249940872192383;0,007890999913215638
"and";1113;0,0018070042133331299;0,008117502331733703
"getBestSegments";1113;0,055743021368980405;0,01626648724079132
"or";1114;0,0019899958372116087;0,008162499666213989
"and";1114;0,0018349975347518922;0,0073364973068237305
"getBestSegments";1114;0,055974013805389404;0,015730016231536866
"or";1115;0,0018394988775253295;0,007868500947952271
"and";1115;0,0017965006828308105;0,007227003574371338
"getBestSegments";1115;0,059381483793258666;0,01543449878692627
"or";1116;0,002642003297805786;0,007910505533218384
"and";1116;0,002622496485710144;0,007240004539489746
"getBestSegments";1116;0,056054503321647645;0,015366997718811035
"or";1117;0,0018510013818740846;0,007954000830650329
"and";1117;0,001797000765800476;0,0072664952278137206
"getBestSegments";1117;0,05828748106956482;0,015484513640403747
"or";1118;0,0019420033693313599;0,007880503535270691
"and";1118;0,0017659968137741088;0,0071625041961669925
"getBestSegments";1118;0,05243200063705444;0,018066502213478088
"or";1119;0,0018099969625473022;0,007809498310089111
"and";1119;0,001759498715400696;0,007101000547409058
"getBestSegments";1119;0,05237550139427185;0,016359483003616334
"or";1120;0,0018024992942810058;0,008031001687049866
"and";1120;0,001757500171661377;0,007079001665115357
"getBestSegments";1120;0,054271491169929506;0,015300508737564087
"or";1121;0,001934506893157959;0,007846493124961853
"and";1121;0,001889495849609375;0,00708850085735321
"getBestSegments";1121;0,055236999988555906;0,017116512060165404
"or";1122;0,0031725037097930908;0,007990993857383728
"and";1122;0,0018995052576065063;0,007221500873565673
"getBestSegments";1122;0,05215249955654144;0,017812498807907105
"or";1123;0,0018320006132125854;0,007877504825592041
"and";1123;0,0018044990301132203;0,007335001826286316
"getBestSegments";1123;0,05219199478626251;0,01790900230407715
"or";1124;0,0026754975318908692;0,008004000782966614
"and";1124;0,0018104970455169677;0,007330501675605774
"getBestSegments";1124;0,05462297737598419;0,015420508980751037
"or";1125;0,001853501796722412;0,00796449601650238
"and";1125;0,0018004953861236572;0,007283505797386169
"getBestSegments";1125;0,05641800582408905;0,015533504486083984
"or";1126;0,001817498803138733;0,007915499210357667
"and";1126;0,0031100058555603026;0,007354002594947815
"getBestSegments";1126;0,05584600925445557;0,015927493572235107
"or";1127;0,0018255031108856202;0,007975998520851135
"and";1127;0,001778501272201538;0,007162503004074097
"getBestSegments";1127;0,052518994212150574;0,016711984276771546
"or";1128;0,0018309986591339112;0,007949001789093017
"and";1128;0,0017859959602355958;0,007219998240470886
"getBestSegments";1128;0,05602649986743927;0,016866511702537536
"or";1129;0,0018649977445602418;0,008028495907783508
"and";1129;0,0018084990978240968;0,0073289966583251955
"getBestSegments";1129;0,05280549228191376;0,016435490846633913
"or";1130;0,0018694913387298584;0,008035505414009094
"and";1130;0,0018174964189529418;0,007344500422477722
"getBestSegments";1130;0,055842005610466004;0,017111993432044982
"or";1131;0,001867496967315674;0,008056999444961547
"and";1131;0,001810997724533081;0,008267999291419983
"getBestSegments";1131;0,062363006472587586;0,015730994343757628
"or";1132;0,0018575024604797364;0,008914996385574341
"and";1132;0,0018174982070922852;0,007360501289367676
"getBestSegments";1132;0,054966487884521485;0,01624999225139618
"or";1133;0,0018589955568313599;0,008029998540878295
"and";1133;0,0026539963483810424;0,007265497446060181
"getBestSegments";1133;0,05501500487327576;0,016752020120620728
"or";1134;0,0019060063362121582;0,007877996563911438
"and";1134;0,0018480050563812256;0,007217998504638672
"getBestSegments";1134;0,05492648482322693;0,017150012254714967
"or";1135;0,0018364995718002318;0,009067497253417968
"and";1135;0,0017825049161911011;0,007517998218536377
"getBestSegments";1135;0,05219898760318756;0,016422503590583802
"or";1136;0,0018500065803527832;0,007982497215270995
"and";1136;0,0018619966506958007;0,009733999967575074
"getBestSegments";1136;0,05651549696922302;0,01545750379562378
"or";1137;0,002924497127532959;0,008077001571655274
"and";1137;0,0018370008468627929;0,008402498364448547
"getBestSegments";1137;0,056693005561828616;0,01641549825668335
"or";1138;0,0018715012073516847;0,008047000169754029
"and";1138;0,0018130022287368775;0,00734249472618103
"getBestSegments";1138;0,054807009100914;0,016613982915878296
"or";1139;0,0018990015983581542;0,007923002243041993
"and";1139;0,0029975014925003054;0,007267001271247864
"getBestSegments";1139;0,0537845104932785;0,015499488711357116
"or";1140;0,0018354982137680053;0,00788499891757965
"and";1140;0,0017940020561218262;0,007365995645523071
"getBestSegments";1140;0,05527250349521637;0,0183569872379303
"or";1141;0,0018389922380447387;0,00793149769306183
"and";1141;0,0017869997024536133;0,0072559982538223265
"getBestSegments";1141;0,05386151313781738;0,01668899893760681
"or";1142;0,0018324971199035645;0,007994498014450074
"and";1142;0,00178600013256073;0,007229500412940979
"getBestSegments";1142;0,05138099789619446;0,015272011160850524
"or";1143;0,0018394947052001952;0,007896002531051636
"and";1143;0,001790001392364502;0,007237001657485962
"getBestSegments";1143;0,05228050589561462;0,01583449900150299
"or";1144;0,001830493211746216;0,007894501686096192
"and";1144;0,0019115030765533448;0,007276496887207031
"getBestSegments";1144;0,05149100184440613;0,01785200297832489
"or";1145;0,0018375015258789062;0,00917750120162964
"and";1145;0,0017860031127929687;0,0073979985713958744
"getBestSegments";1145;0,05427749931812286;0,01561899960041046
"or";1146;0,0019089949131011962;0,008042500019073487
"and";1146;0,0017979907989501952;0,007289502620697021
"getBestSegments";1146;0,05475699722766876;0,015733504295349122
"or";1147;0,0018309950828552246;0,007928503155708313
"and";1147;0,0017929983139038086;0,0073095041513443
"getBestSegments";1147;0,053895499110221866;0,0164454847574234
"or";1148;0,0021299970149993895;0,0083284991979599
"and";1148;0,0018119943141937257;0,00753950297832489
"getBestSegments";1148;0,053573980927467346;0,017185010313987732
"or";1149;0,0018515104055404662;0,007958500981330871
"and";1149;0,0018024921417236328;0,007373005747795105
"getBestSegments";1149;0,053879000544548035;0,01670601189136505
"or";1150;0,0018495047092437745;0,008059002161026
"and";1150;0,0017864960432052612;0,008481007218360901
"getBestSegments";1150;0,051817519068717954;0,017720990777015687
"or";1151;0,0019794946908950808;0,008112000823020936
"and";1151;0,0017855072021484375;0,0073484951257705685
"getBestSegments";1151;0,052137982249259945;0,01652350425720215
"or";1152;0,0018634998798370361;0,00803199589252472
"and";1152;0,0018020081520080567;0,007414498925209045
"getBestSegments";1152;0,053562486171722413;0,016602013111114502
"or";1153;0,0018844980001449586;0,008556497097015382
"and";1153;0,0018219995498657228;0,009013996720314025
"getBestSegments";1153;0,05498250722885132;0,016479487419128417
"or";1154;0,0018710052967071532;0,008153995275497436
"and";1154;0,0018410032987594604;0,008550496697425842
"getBestSegments";1154;0,05386649310588837;0,01717000186443329
"or";1155;0,001901000738143921;0,008161500096321106
"and";1155;0,0018494999408721923;0,007505497336387635
"getBestSegments";1155;0,06090549826622009;0,016218504309654234
"or";1156;0,0019085019826889037;0,00925449550151825
"and";1156;0,0018345052003860473;0,0074875009059906005
"getBestSegments";1156;0,055624502897262576;0,016791495084762572
"or";1157;0,001873500943183899;0,008155502676963806
"and";1157;0,0017929965257644654;0,007375996708869934
"getBestSegments";1157;0,05398997664451599;0,017772002220153807
"or";1158;0,0018690001964569091;0,008032999634742737
"and";1158;0,0018044960498809813;0,0073699945211410526
"getBestSegments";1158;0,0566060072183609;0,01672248661518097
"or";1159;0,001865997314453125;0,008380004167556764
"and";1159;0,0018100005388259888;0,007590003609657288
"getBestSegments";1159;0,05299999952316284;0,018076996207237243
"or";1160;0,0040929937362670895;0,009322496056556702
"and";1160;0,0018144983053207397;0,00876450002193451
"getBestSegments";1160;0,05262351632118225;0,015863000750541686
"or";1161;0,0019520050287246704;0,008297996520996094
"and";1161;0,0018139970302581787;0,007589003443717957
"getBestSegments";1161;0,05473297894001007;0,01685250163078308
"or";1162;0,001905995011329651;0,008228994607925415
"and";1162;0,0018470042943954468;0,00880600392818451
"getBestSegments";1162;0,0540554940700531;0,01785301685333252
"or";1163;0,0028429973125457765;0,0082565039396286
"and";1163;0,0018679934740066528;0,007537000775337219
"getBestSegments";1163;0,06126101016998291;0,01731250524520874
"or";1164;0,001948500871658325;0,009432502388954163
"and";1164;0,00189400315284729;0,007947997450828552
"getBestSegments";1164;0,06222301244735718;0,01820649445056915
"or";1165;0,0019365012645721435;0,00822199583053589
"and";1165;0,0018624985218048096;0,008440002799034119
"getBestSegments";1165;0,06160297870635986;0,01683900475502014
"or";1166;0,0019129997491836549;0,008268495202064513
"and";1166;0,0018650025129318237;0,0075634998083114625
"getBestSegments";1166;0,054888001084327696;0,017442996501922606
"or";1167;0,0032040023803710936;0,00837800145149231
"and";1167;0,0019209927320480347;0,008639008402824402
"getBestSegments";1167;0,05455849289894104;0,015885505080223083
"or";1168;0,003200005888938904;0,008352002501487732
"and";1168;0,0018294966220855713;0,007481001615524292
"getBestSegments";1168;0,05338850200176239;0,017704497575759887
"or";1169;0,0018835020065307616;0,010435505509376527
"and";1169;0,001818007230758667;0,0073820012807846065
"getBestSegments";1169;0,05320200324058533;0,018030004501342775
"or";1170;0,0018854928016662597;0,009394000768661499
"and";1170;0,0018384987115859985;0,008841496706008912
"getBestSegments";1170;0,05414999663829803;0,016048015356063844
"or";1171;0,0030855011940002443;0,008170496225357055
"and";1171;0,001830502152442932;0,0074949926137924195
"getBestSegments";1171;0,05382250189781189;0,019105993509292603
"or";1172;0,0018920016288757324;0,00837249755859375
"and";1172;0,0018345034122467041;0,007412492632865906
"getBestSegments";1172;0,055799497961997985;0,017938500046730043
"or";1173;0,0018914955854415893;0,009544504880905151
"and";1173;0,0018169939517974853;0,007537001967430115
"getBestSegments";1173;0,052706485390663145;0,017951494455337523
"or";1174;0,0019465035200119018;0,008183501958847046
"and";1174;0,002042499780654907;0,008990501165390014
"getBestSegments";1174;0,05445750474929809;0,017407501339912413
"or";1175;0,0031960034370422364;0,008377500772476197
"and";1175;0,001870495080947876;0,008750505447387695
"getBestSegments";1175;0,054133020639419556;0,016108486652374267
"or";1176;0,0019009971618652343;0,0095505028963089
"and";1176;0,0019024991989135742;0,007522504329681396
"getBestSegments";1176;0,05370550513267517;0,017885496616363527
"or";1177;0,003112998604774475;0,009258001446723937
"and";1177;0,0018334966897964478;0,0074630028009414675
"getBestSegments";1177;0,05453549563884735;0,015874502062797547
"or";1178;0,0019184994697570802;0,009438997507095337
"and";1178;0,0018560051918029784;0,007848495244979858
"getBestSegments";1178;0,05623751103878021;0,017300981879234314
"or";1179;0,0019045031070709228;0,008261001706123351
"and";1179;0,0018669962882995605;0,008394500017166137
"getBestSegments";1179;0,0544215053319931;0,01622649610042572
"or";1180;0,0029915052652359007;0,008440495133399964
"and";1180;0,0018844956159591675;0,00767600417137146
"getBestSegments";1180;0,05468899548053741;0,016485003232955934
"or";1181;0,0028139954805374147;0,01024250328540802
"and";1181;0,001896994709968567;0,00765799880027771
"getBestSegments";1181;0,059730997681617735;0,016175997853279115
"or";1182;0,001928997039794922;0,008374501466751099
"and";1182;0,0018990057706832885;0,007629001140594482
"getBestSegments";1182;0,058793999552726746;0,016252506971359253
"or";1183;0,0020255076885223387;0,008243502378463744
"and";1183;0,0019489961862564087;0,007727005481719971
"getBestSegments";1183;0,05453348636627197;0,016284506916999817
"or";1184;0,0019025015830993653;0,008346500992774963
"and";1184;0,0018604958057403564;0,007521500587463379
"getBestSegments";1184;0,05596149504184723;0,018893502950668335
"or";1185;0,0018960082530975343;0,00821600377559662
"and";1185;0,0018480050563812256;0,007548497915267944
"getBestSegments";1185;0,05335499942302704;0,015979000329971314
"or";1186;0,001904991865158081;0,008315502405166627
"and";1186;0,0030285030603408813;0,0076459932327270505
"getBestSegments";1186;0,05482999801635742;0,020004007816314697
"or";1187;0,0030599987506866456;0,008338505029678344
"and";1187;0,001859499216079712;0,007594507932662964
"getBestSegments";1187;0,05414400279521942;0,016133990287780762
"or";1188;0,0020820003747940062;0,008437002897262574
"and";1188;0,001858997344970703;0,00900299608707428
"getBestSegments";1188;0,0566114890575409;0,016455493569374084
"or";1189;0,0019365072250366211;0,009608001708984374
"and";1189;0,0018724948167800903;0,007736995816230774
"getBestSegments";1189;0,05601701080799103;0,017491495013237
"or";1190;0,003000497221946716;0,008707503080368042
"and";1190;0,0019299960136413574;0,007834003567695617
"getBestSegments";1190;0,06230599641799927;0,016648494005203247
"or";1191;0,0020075088739395144;0,008453501462936401
"and";1191;0,0018985038995742798;0,00773449957370758
"getBestSegments";1191;0,06208150565624237;0,018380011916160583
"or";1192;0,0027945005893707277;0,008465002179145814
"and";1192;0,00190199613571167;0,007720998525619507
"getBestSegments";1192;0,059216011166572574;0,01722650110721588
"or";1193;0,003054993748664856;0,008494501709938049
"and";1193;0,0019115012884140014;0,007792996764183044
"getBestSegments";1193;0,06390050113201141;0,017511507868766783
"or";1194;0,0019520020484924316;0,009375003576278686
"and";1194;0,0019104987382888793;0,008882001638412476
"getBestSegments";1194;0,05674800157546997;0,01834900736808777
