"function";"bitsAmount";"oldMethod";"ourMethod"
"and";20;0,00019049942493438722;0,00024199962615966796
"getBestSegments";20;0,0008780044317245483;0,00040200233459472654
"or";21;0,00013349890708923339;0,0002499985694885254
"and";21;0,00012499988079071045;0,00035499751567840576
"getBestSegments";21;0,0009220045804977417;0,0004254955053329468
"or";22;0,0001624971628189087;0,0002859997749328613
"and";22;0,00014849841594696044;0,00027549922466278074
"getBestSegments";22;0,0015830016136169434;0,0005094975233078003
"or";23;0,00016000747680664063;0,000289493203163147
"and";23;0,00014450430870056153;0,0002859991788864136
"getBestSegments";23;0,001089508533477783;0,0005040031671524048
"or";24;0,00013850212097167968;0,00030650436878204345
"and";24;0,00012699484825134277;0,00027149796485900876
"getBestSegments";24;0,0010479909181594848;0,000470503568649292
"or";25;0,0001550060510635376;0,0002944892644882202
"and";25;0,00014350295066833496;0,0002875030040740967
"getBestSegments";25;0,0011424970626831054;0,0005250084400177002
"or";26;0,0001509976387023926;0,0002944999933242798
"and";26;0,00013499319553375244;0,0002820068597793579
"getBestSegments";26;0,00118299663066864;0,000518498420715332
"or";27;0,0001480013132095337;0,0002954995632171631
"and";27;0,00013550043106079103;0,00029249966144561767
"getBestSegments";27;0,0012225037813186645;0,0005474984645843506
"or";28;0,0001435011625289917;0,00030599892139434817
"and";28;0,00013500094413757325;0,000298500657081604
"getBestSegments";28;0,0018224906921386719;0,0005435049533843994
"or";29;0,00014699816703796386;0,00031150102615356445
"and";29;0,00013249874114990235;0,000307500958442688
"getBestSegments";29;0,001298999786376953;0,0005745059251785279
"or";30;0,00015000224113464355;0,000322498083114624
"and";30;0,0001429980993270874;0,0003154987096786499
"getBestSegments";30;0,0012869995832443238;0,000575495958328247
"or";31;0,0001509988307952881;0,0003304976224899292
"and";31;0,0001490020751953125;0,00031750082969665526
"getBestSegments";31;0,0013800048828125;0,0005889987945556641
"or";32;0,00014999866485595703;0,00033399999141693116
"and";32;0,00014200031757354736;0,00032050132751464843
"getBestSegments";32;0,0013665086030960082;0,0005899947881698608
"or";33;0,0001584959030151367;0,00034001052379608156
"and";33;0,00014149785041809082;0,00032950103282928465
"getBestSegments";33;0,001441500186920166;0,0006235063076019288
"or";34;0,00015549957752227783;0,0003430014848709106
"and";34;0,00013799488544464112;0,00033350348472595216
"getBestSegments";34;0,0014770114421844482;0,0006489956378936768
"or";35;0,00015749812126159669;0,0003470051288604736
"and";35;0,00014449536800384522;0,000340002179145813
"getBestSegments";35;0,0015064996480941772;0,0006234967708587647
"or";36;0,0001549994945526123;0,0003604942560195923
"and";36;0,0001460021734237671;0,0003439950942993164
"getBestSegments";36;0,0019369989633560181;0,0006495070457458496
"or";37;0,00017200171947479248;0,0003780007362365723
"and";37;0,00015500009059906005;0,0003609985113143921
"getBestSegments";37;0,004679495692253113;0,0006724959611892701
"or";38;0,0001744985580444336;0,0003794950246810913
"and";38;0,0001525038480758667;0,0008124971389770508
"getBestSegments";38;0,0016194957494735718;0,0007179993391036988
"or";39;0,0013445001840591431;0,0033594995737075807
"and";39;0,001257997155189514;0,0010719990730285644
"getBestSegments";39;0,0016955018043518066;0,0029679960012435913
"or";40;0,00013000428676605225;0,0003589993715286255
"and";40;0,00012449979782104493;0,0003530019521713257
"getBestSegments";40;0,0015855199098587036;0,000688481330871582
"or";41;0,00013700127601623535;0,0003709971904754639
"and";41;0,00012199938297271728;0,00035650670528411863
"getBestSegments";41;0,001644001007080078;0,0012874990701675416
"or";42;0,00013650178909301757;0,0003670012950897217
"and";42;0,00012699425220489503;0,00036700248718261717
"getBestSegments";42;0,0016175079345703124;0,0006925052404403686
"or";43;0,00017100095748901368;0,0003844982385635376
"and";43;0,00012900233268737794;0,00036800265312194827
"getBestSegments";43;0,0017255014181137085;0,0007439982891082763
"or";44;0,00013549387454986572;0,00039100050926208494
"and";44;0,00012850522994995117;0,00037249326705932615
"getBestSegments";44;0,001781994104385376;0,0007610005140304565
"or";45;0,00013950109481811524;0,0003885030746459961
"and";45;0,00012649834156036377;0,00037700057029724124
"getBestSegments";45;0,0018280023336410523;0,0007780098915100098
"or";46;0,0001394951343536377;0,0004050034284591675
"and";46;0,00013449609279632567;0,00038799941539764405
"getBestSegments";46;0,0018345153331756593;0,0007929790019989013
"or";47;0,00014500319957733154;0,0003995043039321899
"and";47;0,00013400077819824218;0,00040000319480895994
"getBestSegments";47;0,0019694966077804564;0,0008194994926452637
"or";48;0,00015349924564361572;0,0004145050048828125
"and";48;0,000144997239112854;0,0004060012102127075
"getBestSegments";48;0,001931992769241333;0,0008049929141998292
"or";49;0,0001424950361251831;0,0004130047559738159
"and";49;0,00013550043106079103;0,00041150271892547607
"getBestSegments";49;0,002142488360404968;0,0008425086736679078
"or";50;0,00014299929141998292;0,0004194962978363037
"and";50;0,00013550221920013427;0,0004139947891235352
"getBestSegments";50;0,002052520513534546;0,0008564776182174682
"or";51;0,00014850378036499024;0,0004255002737045288
"and";51;0,0001350027322769165;0,0004189962148666382
"getBestSegments";51;0,002447504997253418;0,0008729922771453857
"or";52;0,00015199780464172363;0,00044400036334991456
"and";52;0,00014400184154510497;0,00042300105094909666
"getBestSegments";52;0,0020989954471588137;0,001269511580467224
"or";53;0,000153501033782959;0,00047550201416015627
"and";53;0,00014049708843231202;0,00043650090694427493
"getBestSegments";53;0,0021859920024871827;0,0013165134191513062
"or";54;0,0001574993133544922;0,00045450091361999513
"and";54;0,0001569974422454834;0,0004595017433166504
"getBestSegments";54;0,0021450108289718627;0,0009019964933395386
"or";55;0,00015900015830993652;0,00045300066471099854
"and";55;0,00014649689197540283;0,0004515045881271362
"getBestSegments";55;0,002193503379821777;0,0009094953536987304
"or";56;0,0001594984531402588;0,0004680049419403076
"and";56;0,00014549732208251953;0,0004545062780380249
"getBestSegments";56;0,002302988171577454;0,0009495061635971069
"or";57;0,00015300273895263672;0,00047649919986724853
"and";57;0,0001494985818862915;0,0004560011625289917
"getBestSegments";57;0,0022869956493377685;0,0009715151786804199
"or";58;0,0001680070161819458;0,0004914993047714233
"and";58;0,00015700101852416992;0,00047049641609191894
"getBestSegments";58;0,002445506453514099;0,0015585005283355712
"or";59;0,00017600059509277345;0,0005039972066879273
"and";59;0,00017500340938568116;0,00047299385070800784
"getBestSegments";59;0,0025740063190460207;0,0015374940633773803
"or";60;0,00018199443817138673;0,0004949992895126342
"and";60;0,00017899751663208007;0,00047250211238861087
"getBestSegments";60;0,0025484853982925414;0,0010585117340087891
"or";61;0,00018150031566619874;0,0005064994096755981
"and";61;0,00018100321292877197;0,0004899966716766358
"getBestSegments";61;0,0026879948377609253;0,0011110043525695802
"or";62;0,000172005295753479;0,0005134999752044678
"and";62;0,00015400052070617675;0,0004960000514984131
"getBestSegments";62;0,0024710214138031006;0,0014554840326309205
"or";63;0,00017649829387664795;0,0005075037479400635
"and";63;0,00015549659729003907;0,0004920065402984619
"getBestSegments";63;0,002675020694732666;0,001429482102394104
"or";64;0,0007050001621246338;0,0005189985036849976
"and";64;0,00016050636768341064;0,0005034911632537842
"getBestSegments";64;0,0025215137004852297;0,0010359865427017213
"or";65;0,0001710033416748047;0,0009799981117248535
"and";65;0,00015899956226348878;0,0005039989948272706
"getBestSegments";65;0,002633987069129944;0,001086510419845581
"or";66;0,00017799556255340576;0,0005415093898773194
"and";66;0,00017099618911743165;0,0005120021104812622
"getBestSegments";66;0,002648003101348877;0,0010744965076446534
"or";67;0,0001710003614425659;0,0009410023689270019
"and";67;0,0001624995470046997;0,0005204927921295166
"getBestSegments";67;0,0026635050773620604;0,001083483099937439
"or";68;0,00017700016498565675;0,0005340009927749633
"and";68;0,00016650795936584472;0,0005369967222213745
"getBestSegments";68;0,0027755075693130494;0,0011284953355789184
"or";69;0,00018250048160552978;0,0005534940958023071
"and";69;0,00016700565814971923;0,0005449968576431275
"getBestSegments";69;0,0027005147933959962;0,0010904932022094726
"or";70;0,00018300354480743408;0,0005524998903274536
"and";70;0,00016450345516204833;0,0009625017642974854
"getBestSegments";70;0,002792498469352722;0,0011494934558868408
"or";71;0,00018299877643585205;0,0005635035037994385
"and";71;0,0001724928617477417;0,0005400067567825317
"getBestSegments";71;0,002840995192527771;0,0011515098810195923
"or";72;0,0001855027675628662;0,0005809950828552246
"and";72;0,0001685011386871338;0,0005575013160705566
"getBestSegments";72;0,0028800153732299804;0,0011469995975494384
"or";73;0,00018749654293060303;0,0005754977464675903
"and";73;0,00017950832843780518;0,0005625003576278687
"getBestSegments";73;0,003324993848800659;0,0011800122261047363
"or";74;0,0008004975318908692;0,0005995023250579834
"and";74;0,00018999874591827393;0,0005880028009414672
"getBestSegments";74;0,002974004149436951;0,0011725044250488282
"or";75;0,00020550668239593505;0,0006015068292617798
"and";75;0,00019449710845947265;0,0005730009078979493
"getBestSegments";75;0,002949995994567871;0,0011785089969635009
"or";76;0,00020698964595794678;0,000600002408027649
"and";76;0,00019200205802917482;0,0005849903821945191
"getBestSegments";76;0,002972499132156372;0,0011870139837265015
"or";77;0,0002115011215209961;0,0006195002794265747
"and";77;0,00019800305366516114;0,0005904978513717651
"getBestSegments";77;0,0036245137453079224;0,0012289857864379882
"or";78;0,00021500349044799804;0,0006280016899108887
"and";78;0,0001939988136291504;0,0006090009212493897
"getBestSegments";78;0,0031549954414367676;0,0012690055370330811
"or";79;0,00021250784397125244;0,001199997067451477
"and";79;0,0001985001564025879;0,0006134968996047974
"getBestSegments";79;0,0032075023651123046;0,001228017807006836
"or";80;0,00022650301456451417;0,0006529974937438965
"and";80;0,00020549654960632323;0,0006309980154037475
"getBestSegments";80;0,0033789998292922973;0,0017669981718063355
"or";81;0,00021500647068023682;0,0006500017642974853
"and";81;0,00020750105381011963;0,0006149995326995849
"getBestSegments";81;0,0039434868097305295;0,0013430023193359375
"or";82;0,0002155005931854248;0,0006509971618652344
"and";82;0,00020800411701202393;0,0006310039758682251
"getBestSegments";82;0,00352550208568573;0,0018225061893463136
"or";83;0,00021550357341766359;0,0006739997863769531
"and";83;0,0002105003595352173;0,0006279999017715454
"getBestSegments";83;0,003981997966766357;0,0013669943809509278
"or";84;0,00021899640560150147;0,0006734985113143921
"and";84;0,00021299779415130617;0,0006384974718093872
"getBestSegments";84;0,003594977855682373;0,0013725197315216065
"or";85;0,00022499680519104005;0,0006869989633560181
"and";85;0,000709499716758728;0,0006589996814727783
"getBestSegments";85;0,0036459976434707643;0,0018675023317337037
"or";86;0,000699002742767334;0,0006864994764328002
"and";86;0,00021350204944610595;0,0006564998626708984
"getBestSegments";86;0,003751006722450256;0,0014315056800842285
"or";87;0,00022799909114837647;0,0006974983215332031
"and";87;0,00021950125694274902;0,0006679970026016235
"getBestSegments";87;0,003652999997138977;0,00185449481010437
"or";88;0,0002255028486251831;0,0011850005388259887
"and";88;0,00021449804306030272;0,0006800007820129395
"getBestSegments";88;0,0037119948863983156;0,001412510871887207
"or";89;0,0002204906940460205;0,0007075011730194092
"and";89;0,0002220052480697632;0,000677499771118164
"getBestSegments";89;0,00388350248336792;0,0019175058603286743
"or";90;0,00024201035499572755;0,0007244980335235595
"and";90;0,0002214980125427246;0,0006985026597976685
"getBestSegments";90;0,004355986118316651;0,001823505163192749
"or";91;0,00023599922657012939;0,0007315027713775635
"and";91;0,0002179974317550659;0,0006940007209777832
"getBestSegments";91;0,004010496735572815;0,0013649952411651611
"or";92;0,00021800100803375243;0,0011329996585845948
"and";92;0,00020450294017791747;0,000701499581336975
"getBestSegments";92;0,0037559890747070313;0,0014530032873153686
"or";93;0,00023450195789337158;0,0007485038042068481
"and";93;0,00022349536418914796;0,0007060027122497559
"getBestSegments";93;0,004514998197555542;0,0015035122632980347
"or";94;0,00023599684238433837;0,0007625013589859009
"and";94;0,0002169954776763916;0,0007174962759017944
"getBestSegments";94;0,003944516777992248;0,0014759856462478638
"or";95;0,000252498984336853;0,0007374995946884156
"and";95;0,00022499561309814454;0,0007250010967254639
"getBestSegments";95;0,003721984028816223;0,0018320202827453614
"or";96;0,0002450013160705566;0,0007634991407394409
"and";96;0,000224001407623291;0,0007285022735595703
"getBestSegments";96;0,00422498881816864;0,0014550107717514037
"or";97;0,0002454942464828491;0,0007675027847290039
"and";97;0,00022400259971618652;0,0011240017414093017
"getBestSegments";97;0,0038910114765167234;0,0014579981565475465
"or";98;0,00024850130081176757;0,0007645010948181153
"and";98;0,00022750139236450196;0,0007369953393936157
"getBestSegments";98;0,003912016749382019;0,0014799880981445314
"or";99;0,00024749517440795897;0,0007754993438720703
"and";99;0,00023450195789337158;0,0007550013065338135
"getBestSegments";99;0,004324498176574707;0,001501004695892334
"or";100;0,0002494990825653076;0,000785001516342163
"and";100;0,0002350020408630371;0,0007490026950836182
"getBestSegments";100;0,004416996240615844;0,0015305161476135253
"or";101;0,0002574920654296875;0,0008550047874450684
"and";101;0,000233498215675354;0,0007579994201660157
"getBestSegments";101;0,0040344977378845214;0,0019455033540725709
"or";102;0,0002844971418380737;0,0008830040693283081
"and";102;0,0002489960193634033;0,0013274997472763062
"getBestSegments";102;0,004290987253189087;0,0017220062017440797
"or";103;0,0002575010061264038;0,0008020013570785523
"and";103;0,00023649930953979493;0,0007885015010833741
"getBestSegments";103;0,00440550446510315;0,0015054941177368164
"or";104;0,0002595019340515137;0,0008249926567077637
"and";104;0,00023950159549713135;0,0007810002565383911
"getBestSegments";104;0,004236998558044433;0,00256000816822052
"or";105;0,00025100290775299073;0,0008239978551864624
"and";105;0,0002469944953918457;0,0007865029573440552
"getBestSegments";105;0,004347003102302551;0,00207899808883667
"or";106;0,00025699496269226073;0,0008289974927902222
"and";106;0,0002380061149597168;0,0007909959554672241
"getBestSegments";106;0,004248510003089905;0,0016094869375228881
"or";107;0,0002549976110458374;0,000853998064994812
"and";107;0,0002495008707046509;0,0008029967546463012
"getBestSegments";107;0,004541988968849182;0,0015620017051696778
"or";108;0,0002610039710998535;0,0013365042209625244
"and";108;0,00024949610233306887;0,0013005006313323974
"getBestSegments";108;0,004478997588157654;0,001656009554862976
"or";109;0,0002594995498657227;0,0008640021085739135
"and";109;0,00024649977684020996;0,0008280003070831299
"getBestSegments";109;0,005183994174003601;0,0016879916191101074
"or";110;0,0002580016851425171;0,0008664959669113159
"and";110;0,0002475029230117798;0,0008299976587295532
"getBestSegments";110;0,00584100067615509;0,0017574977874755858
"or";111;0,00026249289512634275;0,0008790063858032227
"and";111;0,0002540034055709839;0,0013139992952346802
"getBestSegments";111;0,004897014498710633;0,0017539960145950316
"or";112;0,00026399970054626467;0,0008914983272552491
"and";112;0,0002515000104904175;0,0008974987268447876
"getBestSegments";112;0,004866001605987549;0,001756499409675598
"or";113;0,00026399791240692137;0,0009060031175613403
"and";113;0,0002519965171813965;0,0008560013771057129
"getBestSegments";113;0,004807012677192688;0,0017329806089401245
"or";114;0,0002714991569519043;0,001396496295928955
"and";114;0,0002560079097747803;0,0008434975147247315
"getBestSegments";114;0,004742007851600647;0,0017364990711212158
"or";115;0,0002730029821395874;0,0009005033969879151
"and";115;0,00025799810886383055;0,0008495020866394043
"getBestSegments";115;0,005046999454498291;0,0017450016736984253
"or";116;0,00028100252151489255;0,0013169974088668823
"and";116;0,00026000499725341796;0,0008625012636184693
"getBestSegments";116;0,005116482973098755;0,0017245131731033325
"or";117;0,00027199625968933106;0,0009015011787414551
"and";117;0,0002584958076477051;0,0008590054512023925
"getBestSegments";117;0,00463250994682312;0,0017424964904785157
"or";118;0,0002790015935897827;0,0009195029735565186
"and";118;0,0002654951810836792;0,0012475013732910155
"getBestSegments";118;0,004698494672775269;0,002147008776664734
"or";119;0,0002834981679916382;0,0009105014801025391
"and";119;0,00025850236415863036;0,0008719956874847412
"getBestSegments";119;0,004833495616912842;0,0017965084314346313
"or";120;0,0002789938449859619;0,0009344989061355591
"and";120;0,00026450276374816894;0,0008904927968978882
"getBestSegments";120;0,00512100338935852;0,0019584947824478147
"or";121;0,00028250515460968015;0,0009414988756179809
"and";121;0,0002760094404220581;0,0008979970216751098
"getBestSegments";121;0,005544500350952148;0,001836494207382202
"or";122;0,0002815026044845581;0,0009559959173202515
"and";122;0,00027600586414337156;0,0009069991111755371
"getBestSegments";122;0,00601699709892273;0,0018545037508010864
"or";123;0,00028599679470062253;0,000953507423400879
"and";123;0,00027249813079833986;0,000917501449584961
"getBestSegments";123;0,0056004846096038815;0,0018380093574523926
"or";124;0,0002870011329650879;0,0013505029678344727
"and";124;0,0006655025482177735;0,0013114994764328004
"getBestSegments";124;0,005524502396583557;0,001916499137878418
"or";125;0,00028550505638122556;0,0009784966707229615
"and";125;0,00028450667858123777;0,0009139919281005859
"getBestSegments";125;0,005579002499580384;0,0027039945125579834
"or";126;0,00028850257396698;0,0009819960594177246
"and";126;0,0002759969234466553;0,0009309971332550049
"getBestSegments";126;0,005581499934196472;0,0019579946994781492
"or";127;0,0002889996767044067;0,0009865057468414306
"and";127;0,0002814924716949463;0,0009395062923431396
"getBestSegments";127;0,005807486772537232;0,0019490045309066772
"or";128;0,0002925032377243042;0,0009859955310821532
"and";128;0,0002850008010864258;0,0009289944171905518
"getBestSegments";128;0,0051579904556274415;0,0019055074453353882
"or";129;0,0002930063009262085;0,0009860026836395264
"and";129;0,0002834969758987427;0,0009300029277801514
"getBestSegments";129;0,005155488252639771;0,001888512372970581
"or";130;0,00029649317264556884;0,0010040020942687989
"and";130;0,00027949690818786623;0,0009499996900558472
"getBestSegments";130;0,005629005432128906;0,0019735026359558104
"or";131;0,00030049681663513184;0,0010269975662231445
"and";131;0,00028400182723999025;0,0009534966945648194
"getBestSegments";131;0,005328003764152527;0,002367491126060486
"or";132;0,0003025025129318237;0,0010180008411407471
"and";132;0,00028349757194519044;0,0009560024738311767
"getBestSegments";132;0,005783016085624695;0,0019744962453842165
"or";133;0,00030048787593841555;0,0010145068168640136
"and";133;0,000289490818977356;0,0009580063819885254
"getBestSegments";133;0,0056489908695220945;0,001944008469581604
"or";134;0,0002975064516067505;0,0010244953632354737
"and";134;0,00028850257396698;0,0009729981422424317
"getBestSegments";134;0,005287507772445679;0,0019364869594573975
"or";135;0,0003054952621459961;0,0010310059785842895
"and";135;0,00028799176216125487;0,0009840059280395508
"getBestSegments";135;0,005423498749732972;0,002374998927116394
"or";136;0,000307503342628479;0,0014334988594055175
"and";136;0,0002900022268295288;0,000988498330116272
"getBestSegments";136;0,005397487878799439;0,0027670204639434815
"or";137;0,000303000807762146;0,0010520070791244507
"and";137;0,0002919965982437134;0,0009900003671646119
"getBestSegments";137;0,005548487305641174;0,002410503625869751
"or";138;0,0003075021505355835;0,0010459989309310914
"and";138;0,0002960038185119629;0,000989498496055603
"getBestSegments";138;0,005523001551628113;0,002036992311477661
"or";139;0,0003180021047592163;0,0010485005378723143
"and";139;0,000298997163772583;0,0010015040636062623
"getBestSegments";139;0,006021478176116943;0,0020525079965591432
"or";140;0,0003119957447052002;0,0010595047473907471
"and";140;0,0006709957122802735;0,0010090035200119019
"getBestSegments";140;0,005540509223937989;0,002029489874839783
"or";141;0,0003140038251876831;0,0014759981632232666
"and";141;0,00030199646949768066;0,0010155028104782105
"getBestSegments";141;0,005605494379997253;0,002042006850242615
"or";142;0,00031899452209472657;0,0010840040445327759
"and";142;0,0006834971904754639;0,0014255023002624511
"getBestSegments";142;0,005599507689476013;0,0020289933681488037
"or";143;0,0003200012445449829;0,0010765016078948975
"and";143;0,0003004956245422363;0,0010250025987625121
"getBestSegments";143;0,0061750149726867674;0,0024719834327697754
"or";144;0,00031799376010894776;0,0014685076475143433
"and";144;0,0003054976463317871;0,0010225039720535279
"getBestSegments";144;0,006136013865470886;0,0020849800109863283
"or";145;0,000317501425743103;0,0010950016975402833
"and";145;0,00030799567699432375;0,0010270053148269654
"getBestSegments";145;0,006344494223594665;0,002126002311706543
"or";146;0,00032750427722930906;0,0018349939584732056
"and";146;0,00031400978565216065;0,0010504889488220214
"getBestSegments";146;0,00643199622631073;0,002140010595321655
"or";147;0,0003229999542236328;0,001170002818107605
"and";147;0,0003119993209838867;0,0010559988021850587
"getBestSegments";147;0,0058830022811889645;0,0030114954710006715
"or";148;0,0003254979848861694;0,0011244970560073853
"and";148;0,0003165006637573242;0,0014615017175674439
"getBestSegments";148;0,006392491459846497;0,002120006084442139
"or";149;0,0003225046396255493;0,0011374926567077636
"and";149;0,0008934998512268067;0,001079498529434204
"getBestSegments";149;0,006380009651184082;0,0022229909896850585
"or";150;0,00032199800014495847;0,001149998903274536
"and";150;0,00031350255012512206;0,0010894984006881714
"getBestSegments";150;0,006629509925842285;0,0027025014162063597
"or";151;0,0007810109853744507;0,00170499324798584
"and";151;0,0003234994411468506;0,001562996506690979
"getBestSegments";151;0,006551005244255066;0,002752496600151062
"or";152;0,0003279966115951538;0,001156502366065979
"and";152;0,00032399654388427736;0,0010970038175582885
"getBestSegments";152;0,006940500140190125;0,0023020166158676148
"or";153;0,0007840090990066528;0,00118200421333313
"and";153;0,00032149553298950196;0,001120498776435852
"getBestSegments";153;0,00688549816608429;0,0027514994144439697
"or";154;0,00032950341701507566;0,0011680006980895996
"and";154;0,00032599866390228274;0,001104503870010376
"getBestSegments";154;0,007360499501228333;0,0022935020923614503
"or";155;0,000345497727394104;0,0018949997425079346
"and";155;0,00033149957656860354;0,0011370021104812622
"getBestSegments";155;0,006892501711845398;0,0024134981632232665
"or";156;0,0003669983148574829;0,0019085019826889037
"and";156;0,00032849967479705813;0,0011459946632385253
"getBestSegments";156;0,007870512008666992;0,0023184919357299803
"or";157;0,00034150362014770505;0,001197497248649597
"and";157;0,000326496958732605;0,0011515015363693238
"getBestSegments";157;0,007768499851226807;0,0023344999551773073
"or";158;0,000331493616104126;0,0012095010280609132
"and";158;0,00033200442790985105;0,0011364996433258056
"getBestSegments";158;0,00700298547744751;0,0027824974060058592
"or";159;0,00033200204372406004;0,0012294989824295044
"and";159;0,00032599866390228274;0,001161002516746521
"getBestSegments";159;0,007077999711036682;0,0028075003623962403
"or";160;0,0003409898281097412;0,001215006709098816
"and";160;0,0007180041074752808;0,0011504971981048584
"getBestSegments";160;0,007565989494323731;0,002382022142410278
"or";161;0,0003410059213638306;0,001216491460800171
"and";161;0,0003380042314529419;0,001154000163078308
"getBestSegments";161;0,008026490807533265;0,002812504172325134
"or";162;0,0003415018320083618;0,0012345033884048461
"and";162;0,0003394979238510132;0,0015615028142929076
"getBestSegments";162;0,007597504258155823;0,0023725008964538574
"or";163;0,00034149765968322755;0,0016620063781738281
"and";163;0,00033350169658660886;0,0011490023136138917
"getBestSegments";163;0,007653988003730774;0,0023835235834121704
"or";164;0,0003424966335296631;0,0012390005588531494
"and";164;0,0003334951400756836;0,0011660051345825195
"getBestSegments";164;0,007127999663352967;0,00348649799823761
"or";165;0,0003495025634765625;0,0016430002450942994
"and";165;0,0003424966335296631;0,0011774963140487671
"getBestSegments";165;0,007747491598129272;0,002774493098258972
"or";166;0,0003394973278045654;0,002076498866081238
"and";166;0,00034300565719604494;0,0011844968795776368
"getBestSegments";166;0,007701499462127686;0,0024140048027038574
"or";167;0,0003485041856765747;0,0012650012969970704
"and";167;0,00034050166606903077;0,0011820000410079955
"getBestSegments";167;0,007566004991531372;0,0024525117874145508
"or";168;0,0003454971313476562;0,0016610020399093629
"and";168;0,0003450000286102295;0,0012024986743927003
"getBestSegments";168;0,007260485291481018;0,002379509210586548
"or";169;0,0003689980506896973;0,001290503740310669
"and";169;0,000341496467590332;0,0011960011720657348
"getBestSegments";169;0,007229995727539062;0,0027464938163757322
"or";170;0,00036099255084991454;0,0012680017948150635
"and";170;0,0003474992513656616;0,0011984992027282715
"getBestSegments";170;0,00719552218914032;0,0027014875411987306
"or";171;0,0003574937582015991;0,0012719959020614624
"and";171;0,0003525114059448242;0,0016199958324432373
"getBestSegments";171;0,006836979389190674;0,0023795050382614136
"or";172;0,00035699903964996337;0,0016694986820220948
"and";172;0,0003434973955154419;0,0011994993686676024
"getBestSegments";172;0,006960498094558716;0,0024744993448257446
"or";173;0,00036950111389160155;0,0013035058975219727
"and";173;0,0003529995679855347;0,001221998929977417
"getBestSegments";173;0,006871007084846496;0,002746981978416443
"or";174;0,00036700248718261717;0,0013030004501342774
"and";174;0,00034700095653533936;0,0012240058183670044
"getBestSegments";174;0,006985989809036255;0,0024724990129470826
"or";175;0,0003699958324432373;0,0017399972677230836
"and";175;0,0003589993715286255;0,001225002408027649
"getBestSegments";175;0,006996503472328186;0,0024844825267791746
"or";176;0,00037150204181671145;0,0012974947690963744
"and";176;0,0003529989719390869;0,0017570054531097412
"getBestSegments";176;0,00752998411655426;0,002469499707221985
